8F0BC836E2B6023371B99E94829B5CF1	0.9.38.7-win64
C2CA5F8A9A4CF93BB05297272F029B9C	0.9.38.7-win32
D89B755B1616323B7181C9D1931D4E39	0.9.38.6-win64
D6A8592FB42104327EF7E57D4F0C8ED1	0.9.38.6-win32
E7A5FBC376B2DAA55AB4A3FF9C6AF1E1	0.9.38.5-win64
74B1D63CBAB0CC4F91A9F3FB5020AB78	0.9.38.5-win64
A30FC82730A62781BBF39DF0652456D2	0.9.37.1-win64
D02DE97F10E0FE544427B8F0BBEED3F1	0.9.37.1-win64
9357B96CB347AA52E5F2796AB9A062BD	0.9.39-unstable-win64
84438BB30BB5F15488AEAE662D91E56C	0.9.39-unstable-win32
942641E6C569B6AC26A66BA9051FCD1C	0.9.39.1-win64
213AE98231F8F96D26B0C409085DAB73	0.9.39.1-win32
A5AFC70E3B2B267A0E81F64B7366C8C3	0.9.39.2-win64
AEF947A6E5A35FF108B954683CD3698A	0.9.39.2-win32
6AADC9A8A196DA610E6DB43367B339B4	0.9.41.0-win64
74EA6CD12BF60ADF1A93A40854CD4686	0.9.41.0-win32
A51BC7B0EA4966B7ECB4EEB17038866A	0.9.42.0-win64
B7EB196E9DC18D325380534E6F1B3D3E	0.9.42.0-win32
8811083986064CA05D411502C602A031	0.9.43.0-win64
E093469BA8B8618DC49B2BD8D3DBACF1	0.9.43.0-win32
016837AE3182E755A29AC6CB31466FE3	0.9.44.1-win64
C26B418FD3948157B9BBB304A3F2E8DA	0.9.44.1-win32
5EC011B9F1BD35DD888023F12D23D549	0.9.45.0-win64
747D9CE2792BA90D292CD03FFAA23BF4	0.9.45.0-win32
96C36959766ED603B84ACED7D82971C8	0.9.45.1-win64
D0E10475B8E1B42DC1AB5C58ED33C59B	0.9.45.1-win32
BE5E9E6A5E4A0CF71D1B98B95F065D5F	0.9.46.0-win32
9BD6FEE8D00AAD1C2C6D9202DAB50CD8	0.9.46.0-win64
E4A20601A6F6AC7B9ECFD02580F1E5A1	0.9.47.0-win32
0C1315D83140DD81AF1F5C0C1C16B627	0.9.48.0-win64
0CA013B41073CAABFD64B5948436ABF6	0.9.48.0-win32
71DCA79F45A93B492ACC7788C8AFC7A4	1.21.0-unstable-win64
01ACCFE37E54D9F1236416732C4FB069	1.21.0-unstable-win32
9C5B8CE345DA552F03FB78B5DF654344	1.21.1-unstable-win64
7C36EE7DDC855FCC27341F02194BE822	1.21.1-unstable-win32
C06AEAEEC52A3052C48D0F4DFB093AB5	1.21.2-unstable-win64
E20F8B409DA35CC2A0EF9F4B2BD0B65C	1.21.2-unstable-win32
8A6815B5CC3D51FD88CEBF4ADEDDFB17	1.22.0-unstable-win64
2F8147232CDFBEDFB1343CFCB094AECF	1.22.0-unstable-win32
3E673236F28A01D33EA1D21A4C28F29C	1.22.1-unstable-win64
0625765E30689FB81BCE996D169DC055	1.22.1-unstable-win32
