Alex Kidd in the Enchanted Castle (USA).md	262144	47DBA0AC	6DEE3627FA7A28267EFD07C51A467AD6
Alien 3 (USA, Europe) (Rev A).md	524288	B327FD1B	793B92CD4A66921DB6CA4F582A690DB5
Alien 3 (USA, Europe).md	524288	A3B00D6E	F9E32BE60028206B3716F64F2BA0AB00
Alien Soldier (Europe).md	2097152	0496E06C	32AEEA27591D0CB88DC571BAA738804E
Alien Soldier (Japan).md	2097152	90FA1539	FD04C4616BB559E646937EFFDD343A09
Alien Storm (World).md	524288	F5AC8DE5	B63052973D5D550087D6B36CE8487FB1
Alisia Dragoon (Europe).md	1048576	28165BD1	0028A8F30E471DD14A20BF3E18F7529B
Alisia Dragoon (Japan).md	1048576	4D476722	87F6AEEDEF313D6D9D5126E55514D812
Alisia Dragoon (USA).md	1048576	D28D5C40	77BE06102101759F30B416D80872C8DA
Altered Beast (USA, Europe).md	524288	154D59BB	2ED5293E46ABE1E74EDEB96DA0E7A618
American Gladiators (USA).md	1048576	9952FA85	8603FDC3636EED216760D7A68B3F4A02
Andre Agassi Tennis (Europe).md	524288	224256C7	0D3186E5319DC2D21B14A7A2A59581EE
Andre Agassi Tennis (USA) (Beta).md	524288	3BBF700D	CF1F25D730FC620FE8F1CD12A3B5A276
Andre Agassi Tennis (USA).md	524288	E755DD51	047D17CFD2C2B4528869DA29A40F34AF
Animaniacs (Europe) (En,Fr,De).md	1048576	92B6F255	85B4C7B4B839E5B3614AE7B218129E12
Animaniacs (USA).md	1048576	86224D86	CE0A42A75A9E374CF5092F34BF6927B7
Another World (Europe).md	1048576	E9742041	8CC928EDF09159401618E273028216EA
Aoki Ookami to Shiroki Mejika - Genchou Hishi (Japan).md	1310720	10BE1D93	9111580BDB40E4AC83A4C3F023B17628
Aq Renkan Awa (China) (Unl).md	1048576	2C6CBD77	3CC6DF243E714097F1599CF618F94D0B
Aquatic Games Starring James Pond and the Aquabats, The (USA, Europe).md	524288	400F4BA7	0EEC7F8771CA70AD5ACE3D46CB4BE9D4
Arcade Classics (USA, Europe).md	524288	8AED2090	1C0B65D3CC82F56F7AD05CE63DC4D097
Arch Rivals - The Arcade Game (USA, Europe).md	524288	E389D7E7	D97DDF989C558F01A1DA1F23E728F935
